"Dam Name","State","Downstream Hazard Potential","Incident Type","Incident Date","Incident Driver","Incident Mechanism 1","Incident Mechanism 2","Incident Mechanism 3","Incident ID","Incident Description","Named Hydrologic Event","EAP Enacted (Y/N) due to Incident","Fatalities (Number)","Number of People Evacuated","Number of Habitable Structures Evacuated","Number of Habitable Structures Flooded","Other Infrastructure Impacts","Economic Damages (in $)","Response","Volume released at failure (ac-ft)","Additional Remarks or Updates","Owner Type","Dam Type","Primary Purpose(s)","EAP","Dam Height","Max Storage (ac-ft)","Surface Area (acres)","Year Completed","NID Number","River Name","Latitude","Longitude","Year Modified","Regulatory Agency(ies)","Incident Time","Incident Duration","Incident Report Produced","Information Sources","Attachments"
"CLEAR LAKE","PA","S","Failure","05/23/1928","Hydrologic/flooding","Overtopping","","","PA00175-3184","BREACHED 30 FT WIDE & 7 FT DEEP FROM OVERTOPPING LEFT ABUTMENT.","","No","1","0","0","0","Roads","","REPAIRED BREACH AND RAISED EARTHFILL ABUTMENTS","","NEWSPAPER REPORTED 1 DEATH OF 15-YR-OLD BOY WHO WAS SWIMMING D/S; BODY NOT FOUND.","L","CNPG","R","Y","11 ft","782 ac-ft","118 acres","1855","PA00175","EAST BRANCH OIL CREEK","41.8247","-79.6856","2008","PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION","","1 DAY","","PA Dam Safety",""
"CLEAR LAKE","PA","S","Failure","05/04/1892","Unknown","Overtopping","","","PA00175-3185","FAILED DAM ADDED TO TITUSVILLE FLOOD 7 MI DS.  FLOOD CAUSED OIL SPILLS & FIRE DISASTER.","","No","","0","Unknown","Unknown","Other","$1 million to $5 million","RECONSTRUCTED IN 1905 AS CONCRETE GRAVITY DAM","","""10 SIMILAR DAMS IN OIL CREEK HEADWATERS ALSO FAILED"" NEARLY ALL OF TITUSVILLE WAS FLOODED & 1/3 OF IT DESTROYED BY FIRE.","L","CNPG","R","Y","11 ft","782 ac-ft","118 acres","1855","PA00175","EAST BRANCH OIL CREEK","41.8247","-79.6856","2008","PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION","11:30:00 PM","3 DAYS","Yes","PA Dam Safety",""
"CLEAR SPRING LAKE DAM","TX","H","Non-failure","01/15/2012","Hydrologic/flooding","Overtopping","","","TX02715-2713","OVERTOPPING, DID NOT BREACH.  CONSIDERABLE SPILLWAY DAMAGE","","","","","","","","","","","","P","RE","R","N","19 ft","350 ac-ft","25 acres","1950","TX02715","GREENS CREEK","30.1127","-97.4648","0","TCEQ","","","","TX DEQ",""
"Clement Lake Dam","NJ","L","Failure","06/01/2019","Hydrologic/flooding","Overtopping","Insufficient Spillway Capacity","","NJ00000-3363","Heavy rainstorm caused overtopping failure of earthen embankment","","No","0","0","0","0","Unknown","Unknown","","","","L","RE","","NR","0 ft","0 ac-ft","0 acres","0","NJ00000","Millard Creek","39.8364","-74.957","0","NJ DEP","","1 day","Unknown","NJ Dam Safety",""
"CLIFTY CREEK LAKE DAM","TX","L","Non-failure","08/29/2017","Hydrologic/flooding","Spillway Erosion/head Cutting","","","TX01858-3152","EMERGENCY SPILLWAY WASHED OUT","Harvey","","","","","","","","","","","P","RE","P","NR","25 ft","520 ac-ft","37 acres","1962","TX01858","CLIFTY CREEK","30.4391","-96.2221","0","TCEQ","","","","TX CEQ",""
"CLINE LAKE DAM","OH","H","Non-failure","06/09/2016","Deterioration Or Poor Condition","Spillway Pipe Failure","","","OH03060-3072","Separated joint at the downstream end of the PS.","","No","0","0","0","0","","","","","","P","RE","O","Y","47 ft","191 ac-ft","8 acres","2003","OH03060","TRIBUTARY TO SENECA FORK WILLIS CREEK","39.8861","-81.3214","0","DEPARTMENT OF NATURAL RESOURCES","","","Yes","OH DNR",""
"CLOVER DAM","VA","S","Non-failure","06/03/2018","Hydrologic/flooding","Overtopping","Erosion","","VA003162-3297","Overtopping of dam, severe erosion of downstream face of dam.","","No","0","","","","","","","","","P","RE","R","Y","23 ft","98 ac-ft","7 acres","0","VA003162","TR-IVY CREEK","38.0622","-78.5829","0","DEPARTMENT OF CONSERVATION AND RECREATION","","","","VA DCR",""
"CLUB 13 LAKE DAM","TX","L","Failure","06/10/2010","Hydrologic/flooding","Overtopping","","","TX00255-1232","Dam overtopped and failed","","No","","0","","0","","","","","","P","RE","R","NR","28 ft","324 ac-ft","172 acres","1966","TX00255","TR-BUTLER CREEK","32.2792","-95.4188","0","TCEQ","","","","",""
"CLUB 20 LAKE DAM","TX","S","Non-failure","01/01/2011","Seepage/internal Erosion","Sinkhole","","","TX02841-2714","SINKHOLE AT TOE WITH SEEPAGE","","","","","","","","","","","","P","RE","IR","Y","29 ft","269 ac-ft","23 acres","1962","TX02841","TR-GRAND SALINE CREEK","32.5386","-95.7741","2002","TCEQ","","","","TX DEQ",""
"COAL WASTE IMPOUNDMENT","KY","","Failure","12/01/1981","Unknown","Unknown","","","KY00000-187","","","No","1","","","","","","","","precise date unknown. Fatalities: 1 - Nellie Woolums","","","","","0 ft","0 ac-ft","0 acres","0","KY00000","","0","0","0","","","","","",""
"COLEMAN DAM","TX","H","Non-failure","01/01/1971","Structural Stability","Cracking","","","TX02152-2823","SETTLEMENT AND CRACKING","","","","","","","","","","","","L","RE","ISRO","Y","90 ft","91680 ac-ft","1886 acres","1966","TX02152","JIM NED CREEK","32.0314","-99.4651","0","TCEQ","","","","TX DEQ",""
"COLLEGE LAKE DAM","VA","H","Non-failure","08/03/2018","Hydrologic/flooding","Overtopping","","","VA680002-3310","From overtopping and evacuation event on August 2-3, 2018. Dam did not fail.","","Yes","0","","","","","","","","","L","RE","CR","Y","35 ft","710 ac-ft","15 acres","0","VA680002","BLACKWATER CREEK - VAHU6 JM10 - BLACKWATER CREEK","37.4016","-79.184","0","DEPARTMENT OF CONSERVATION AND RECREATION","","","","VA DCR",""
"COLUMBIA EMBANKMENT AND CANAL SPILLWAY","SC","S","Failure","10/04/2015","Malfunction Of Equipment/gate","Debris Clogging","Insufficient Spillway Capacity","Overtopping","SC01064-3505","Breach of 125 yr old canal dike due to debris stuck beneath canal headgates prevent gate closure. Canal embankment overtopped and failed.","Hurricane Joaquin","Yes","0","0","0","0","None","$50 million to $100 million","Temp water supply pipes & pumps.  Cofferdam across canal.  Installed bulkheads upstream of headgates.","","No impact to Infracture. Loss of hydropower Threatened loss to municiple water supply.","L","REST","HS","Y","8 ft","800 ac-ft","265 acres","1882","SC01064","BROAD","34.0333","-81.0665","0","FERC","8:00 PM","","Yes","ASDSO Decade Dam Series",""
"COLUMBINE","CA","H","Non-failure","04/20/2011","Seepage/internal Erosion","Spillway Pipe Failure","Piping","","CA00682-1382","leakage along continuous void below unencased spillway pipe leakage near exposed  spillway overflow pipe on downstream embankment face","","No","","0","","0","None","","","","","U","RE","IS","NR","24 ft","62 ac-ft","3 acres","1963","CA00682","OFFSTREAM","37.3542","-121.793","0","Division of Safety of Dams","12:00 AM","","","",""
"COMANCHE CREEK DAM","TX","H","Non-failure","04/04/2004","Hydrologic/flooding","Overtopping","","","TX02127-2733","OVERTOPPING, DID NOT BREACH","","","","","","","","","","","","L","RE","I","N","22 ft","1113 ac-ft","100 acres","1955","TX02127","COMANCHE CREEK","30.8747","-102.878","0","TCEQ","","","","TX DEQ",""
"COMANCHE TRAIL LAKE DAM","TX","H","Non-failure","08/30/1986","Hydrologic/flooding","Overtopping","","","TX03799-2791","OVERTOPPED","","","","","","","","","","","","L","RE","R","Y","19 ft","520 ac-ft","22 acres","1914","TX03799","BIG SPRING DRAW","32.2249","-101.471","1988","TCEQ","","","","TX DEQ",""
"CONFEDERATE HEIGHTS GOLF LAKE DAM","MS","U","Failure","04/20/2020","Hydrologic/flooding","Spillway Deficiency","","","MS01294-3464","Erosion of auxiliary - headcut advanced up spillway and drained pool from normal pool elevation.","","N","0","0","0","0","0","0","","50 ac-ft","","P","RE","R","NR","25 ft","350 ac-ft","0 acres","0","MS01294","","32.1482","-90.1664","0","MS DEPARTMENT OF ENVIRONMENTAL QUALITY","","","N","MDEQ Dam Safety",""
"CONOWINGO","MD","H","Non-failure","01/19/1996","Hydrologic/flooding","High Reservoir Level","Debris Clogging","","MD00097-3508","Difficult operation due to rapid runoff (rain on snow) and ice jams.","","Yes","","","","","","","EAP activated for the first time in 60 years of operation since reservoir level couldn't be controlled.","","","U","CNPG","HRS","Y","94 ft","310000 ac-ft","8563 acres","1928","MD00097","SUSQUEHANNA RIVER","39.661","-76.1735","1978","MD DAM SAFETY","","","Yes","ASDSO Decade Dam Series",""
"CONWAY SPORTS MAN'S CLUB LOWER DAM","PA","L","Non-failure","04/14/2008","Seepage/internal Erosion","Sinkhole","","","PA01358-3179","DURING DEP INSPECTION, EXCESSIVE SEEPAGE AND 4' DEEP SINKHOLE FOUND ON DOWNSTREAM EMBANKMENT","","No","0","0","","","","","DEP INSTRUCTED OWNER TO BEGIN DRAWDOWN & COVER INFLOW AREA ON U/S FACE WITH RUBBER SHEETING.","","REPAIR PLANS RECEIVED BY DEP ON 10/21/2008","P","RE","R","","18 ft","0 ac-ft","0 acres","1917","PA01358","TR CONNOQUENESSING CREEK","40.4725","-80.0621","0","PADEP","","","","PA Dam Safety",""
"COOK POND DAM","SC","S","Failure","10/04/2015","Hydrologic/flooding","Overtopping","","","SC01488-2621","Heavy rains-as much as 16 inches caused several dams to overtop and fail.","","","","","","","","","","","","P","RE","R","Y","13 ft","53 ac-ft","7 acres","1963","SC01488","TR-KELLY CREEK","34.1517","-80.775","0","SCDHEC","","","","SC DHEC Website",""
"COON CREEK 21","WI","L","Failure","08/29/2018","Hydrologic/flooding","Abutment Failure","Erosion","","WI00373-3337","High flows resulted in breach and failure of auxiliary spillway and abutment","","Yes","0","0","0","0","Bridges, Roads","","","","Bridges, roads &culverts, farmstead outbuildings, sheds, private drives, cattle, fencing, equipment, RVs Abandoned house (rarely used when visiting property) knocked off foundation d/s of one of Coon Creek Dams. Report: http://www.co.monroe.wi.us/departments/land-conservation/ Activated EAP next morning after overnight failure","L","RE","CD","N","46 ft","271 ac-ft","2 acres","1963","WI00373","TR RULLAND COULEE CREEK","43.7314","-90.8419","0","WIDNR","","1 day","Yes","WI DNR",""
"COON CREEK 23","WI","L","Failure","08/29/2018","Hydrologic/flooding","Abutment Failure","Erosion","","WI00371-3336","High flows resulted in breach and failure of auxiliary spillway and abutment","","Yes","0","0","0","0","Bridges, Roads","","","","Bridges, roads &culverts, farmstead outbuildings, sheds, private drives, cattle, fencing, equipment, RVs Abandoned house (rarely used when visiting property) knocked off foundation d/s of one of Coon Creek Dams. Report: http://www.co.monroe.wi.us/departments/land-conservation/  Activated EAP next morning after overnight failure","L","RE","CD","N","39 ft","95 ac-ft","0 acres","1961","WI00371","TR.RULLANDS COULEE CR","43.743","-90.8418","0","WIDNR","","1 day","Yes","WI DNR",""
"COON CREEK 29","WI","L","Failure","08/29/2018","Hydrologic/flooding","Abutment Failure","Erosion","","WI00368-3335","High flows resulted in breach and failure of auxiliary spillway and abutment","","Yes","0","0","0","0","Bridges, Roads","","","","Bridges, roads &culverts, farmstead outbuildings, sheds, private drives, cattle, fencing, equipment, RVs Abandoned house (rarely used when visiting property) knocked off foundation d/s of one of Coon Creek Dams. Report: http://www.co.monroe.wi.us/departments/land-conservation/","L","RE","CD","Y","34 ft","207 ac-ft","5 acres","1961","WI00368","COON CREEK","43.7674","-90.8976","0","WIDNR","","1 day","Yes","WI DNR",""
"COOPER POND DAM","OH","L","Non-failure","10/01/2015","Malfunction Of Equipment/gate","Gate/valve Failure","","","OH00227-3067","Broken lake drain valve","","No","0","0","0","0","","","","","","P","RE","O","N","23 ft","84 ac-ft","9 acres","1971","OH00227","TRIBUTARY TO HUGLE RUN","40.7333","-81.1444","0","DEPARTMENT OF NATURAL RESOURCES","","","Yes","OH DNR",""
"COOPER VALLEY LLC DAM","OH","S","Non-failure","07/01/2015","Deterioration Or Poor Condition","Overtopping","","","OH00863-3063","Plugged spillway which cause minor overtopping. Spillway replaced.","","No","0","0","0","0","","","","","","P","RE","O","N","42 ft","48 ac-ft","2 acres","1963","OH00863","TRIBUTARY TO MCINTYRE CREEK","40.3158","-80.7733","0","DEPARTMENT OF NATURAL RESOURCES","","1 week","No","OH DNR",""
"COPELAND POND DAM","SC","L","Failure","10/08/2016","Hydrologic/flooding","Unknown","","","SC01506-3001","Hurricane Matthew","Matthew","No","0","0","0","0","","","","","","P","RE","R","N","12 ft","81 ac-ft","11 acres","1959","SC01506","LYNCHES RIVER OFFSTREAM","34.1683","-80.1583","0","SCDHEC","","1 Day","No","SC DHEC",""
"CORTI-JENCEN DAM","VA","H","Failure","05/14/2014","Seepage/internal Erosion","Piping","","","VA00000-2458","piping failure resulted in partial breach","","","","","","","","","","","damages limited to the dam","","","","","1989 ft","0 ac-ft","0 acres","0","VA00000","","0","0","0","VA DEQ","","","","",""
"CORUNNA DAM","MI","S","Failure","06/26/2012","Deterioration Or Poor Condition","Other","","","MI00379-1340","Deterioration of the concrete-capped timber-crib spillway has led to a partial breach in the dam.","","Yes","","0","","0","None","None","","35 ac-ft","Water is flowing through a sinkhole in sediment material upstream of dam through a hole in downstream face of the dam likely carrying foundation materials and sediment with it.  Partial breach continues to develop during periods of low flows.  Has lowered the impoundment approximately 2 vertical feet.  Impoundment continues to be drawn down through the breach as headcut through sediment develops and foundation materials are eroded.  No full release of impoundment waters and sediments has occured to date.","L","TC","R","Y","15 ft","80 ac-ft","17 acres","1843","MI00379","SHIAWASSEE RIVER","42.9857","-84.1179","0","Michigan DEQ","12:00 AM","","","","Y"
"COTTON LAKE DAM","TX","L","Failure","05/17/2018","Unknown","Unknown","","","TX02845-3290","BREACHED","","","","","","","","","","","","P","RE","S","NR","16 ft","96 ac-ft","10 acres","1970","TX02845","TR-CANEY CREEK","32.5709","-95.9518","0","TCEQ","","","","TCEQ",""
"COTTON LAKE DAM","TX","L","Failure","05/12/2019","Unknown","Unknown","","","TX02845-3387","","","","0","","","","","","","","","P","RE","S","NR","16 ft","96 ac-ft","10 acres","1970","TX02845","TR-CANEY CREEK","32.5709","-95.9518","0","TCEQ","","","","TX Dam Safety",""
"COTTONWOOD CREEK DAM","ND","S","Non-failure","04/04/2019","Hydrologic/flooding","High Reservoir Level","","","ND00011-3320","Spring snowmelt runoff caused flow through the dam's auxiliary spillway.","","No","","0","0","0","None","","","","","L","RE","R","N","76 ft","16839 ac-ft","494 acres","1973","ND00011","COTTONWOOD CREEK","46.299","-98.2671","1979","NDSWC","","1 week","No","",""
"COULBOURN MILL DAM (SOUTH DIVISION STREET)","MD","H","Non-failure","08/12/2017","Hydrologic/flooding","Insufficient Spillway Capacity","","","MD0019-3160","Heavy rain in short time","","Yes","","","","","","","","","Pool level subsided","L","RE","RI","Y","12 ft","70 ac-ft","13 acres","1947","MD00198","TONYTANK CREEK","38.3308","-75.5982","2006","MD DAM SAFETY","","","","MD Dam Safety",""
"COVINGTON MILLPOND DAM","SC","L","Failure","09/16/2018","Hydrologic/flooding","Overtopping","Erosion","","SC00645-3121","Heavy rainfall and flooding contributed to failure. Failure occurred at the mid point of the dam due to overtopping and erosion at an area that had previously been repaired and grass cover had not been permanently established.","Hurricane Florence","No","0","0","0","0","Roads","","State Dam Safety Program performed a full inspection following the breach of this dam.  The inspection report will contain a requirement that the Owner hire an engineer and submit either a permit application for repair or removal of the dam.","","Report on dam failures associated with Hurricane Florence to be released by Geotechnical Extreme Event Reconnaisance (GEER) group at some point in the future. GEER team field work occurred during month of September 2018.","P","RE","IR","NR","11 ft","400 ac-ft","32 acres","1900","SC00645","COTTINGHAM CREEK","34.6077","-79.6314","0","SC DHEC","","","","SC Dam Safety",""
"COVINGTON MILLPOND DAM","SC","L","Failure","10/08/2016","Hydrologic/flooding","Unknown","","","SC00645-3006","Hurricane Matthew","Matthew","No","0","0","0","0","","","","","","P","RE","I","N","20 ft","400 ac-ft","32 acres","1900","SC00645","COTTINGHAM CREEK","34.6083","-79.63","1999","SCDHEC","","1 Day","No","SC DHEC",""
"COVINGTONS LAKE DAM","SC","S","Failure","10/04/2015","Hydrologic/flooding","Overtopping","","","SC00079-2638","Heavy rains-as much as 16 inches caused several dams to overtop and fail.","","","","","","","","","","","","P","RE","R","N","16 ft","76 ac-ft","10 acres","1950","SC00079","ROBERTS BRANCH","34.135","-80.975","0","SCDHEC","","","","SC DHEC Website",""
"COY PAPER MILL","NH","S","Non-failure","08/28/2011","Hydrologic/flooding","High Reservoir Level","","","NH00140-1144","Water up to decks of plant","Irene","Yes","","0","","0","","","","0 ac-ft","","P","CNPG","H","Y","32 ft","150 ac-ft","17 acres","1922","NH00140","SUGAR RIVER","43.3905","-72.3766","0","NH DEPARTMENT OF ENVIRONMENTAL SERVICES DAM BUREAU","12:00 AM","","","",""
"CRAIGS POND DAM","DE","","Non-failure","09/08/2011","Hydrologic/flooding","Overtopping","","","DE00000-1208","Overtopping caused major damage to the roadway and downstream slope of the dam.  Approximately 400 feet of the downstream slope and one lane of the roadway were washed out, but the dam was not totally breached.","","No","","0","","0","","$100,000 to $500,000","","0 ac-ft","Dam started overtopping around 7 or 8 pm on 9/08/2011 and overtopping continued until about 8 am on 9/09/2011.  The overtopping flow was reported to be higher than the top of the guardrail along the road across the crest of the dam, although this was not verified.  The","","","","","0 ft","0 ac-ft","0 acres","0","DE00000","","0","0","0","","12:00 AM","","","",""
